@relation training_keyboard.arff-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C26-Llast

@attribute Pacman_posx numeric
@attribute Pacman_posy numeric
@attribute Number_ghosts numeric
@attribute Ghost1_Distance numeric
@attribute Ghost2_Distance numeric
@attribute Ghost3_Distance numeric
@attribute Ghost4_Distance numeric
@attribute Ghost1_Posx numeric
@attribute Ghost1_Posy numeric
@attribute Ghost2_Posx numeric
@attribute Ghost2_Posy numeric
@attribute Ghost3_Posx numeric
@attribute Ghost3_Posy numeric
@attribute Ghost4_Posx numeric
@attribute Ghost4_Posy numeric
@attribute Living_Ghost1 {True,False}
@attribute Living_Ghost2 {True,False}
@attribute Living_Ghost3 {True,False}
@attribute Living_Ghost4 {True,False}
@attribute Ghost1_Direction {North,South,East,West,Stop,None}
@attribute Ghost2_Direction {North,South,East,West,Stop,None}
@attribute Ghost3_Direction {North,South,East,West,Stop,None}
@attribute Ghost4_Direction {North,South,East,West,Stop,None}
@attribute pacDots numeric
@attribute Dist_nearest_pacDots numeric
@attribute Pacman_direction {North,South,East,West,Stop}
@attribute Score numeric
@attribute East_Legal {True,False}
@attribute West_Legal {True,False}
@attribute North_Legal {True,False}
@attribute South_Legal {True,False}
@attribute FutureScore numeric

@data
20,6,4,10000,10000,5,8,1,1,3,1,23,8,26,9,False,False,True,True,Stop,Stop,West,West,0,-1,East,353,True,True,False,True,352
21,6,4,10000,10000,5,6,1,1,3,1,24,8,25,9,False,False,True,True,Stop,Stop,East,West,0,-1,East,352,True,True,False,False,351
22,6,4,10000,10000,4,4,1,1,3,1,24,8,24,9,False,False,True,True,Stop,Stop,East,West,0,-1,East,351,True,True,False,False,350
23,6,4,10000,10000,2,4,1,1,3,1,24,7,23,9,False,False,True,True,Stop,Stop,South,North,0,-1,North,350,True,True,True,True,349
23,7,4,10000,10000,2,2,1,1,3,1,24,6,23,10,False,False,True,True,Stop,Stop,South,South,0,-1,North,349,True,False,True,True,348
23,8,4,10000,10000,4,2,1,1,3,1,24,5,23,9,False,False,True,True,Stop,Stop,South,North,0,-1,North,348,True,True,True,True,347
23,9,4,10000,10000,5,2,1,1,3,1,24,5,23,10,False,False,True,True,Stop,Stop,South,North,0,-1,South,347,True,False,True,True,346
23,8,4,10000,10000,5,4,1,1,3,1,25,5,23,11,False,False,True,True,Stop,Stop,East,West,0,-1,South,346,True,True,True,True,345
23,7,4,10000,10000,3,4,1,1,3,1,25,6,22,11,False,False,True,True,Stop,Stop,North,East,0,-1,South,345,True,False,True,True,344
23,6,4,10000,10000,3,6,1,1,3,1,25,5,23,11,False,False,True,True,Stop,Stop,South,West,0,-1,East,344,True,True,True,True,343
24,6,4,10000,10000,1,6,1,1,3,1,24,5,22,11,False,False,True,True,Stop,Stop,West,East,0,-1,East,343,True,True,True,True,342
25,6,4,10000,10000,1,8,1,1,3,1,24,6,23,11,False,False,True,True,Stop,Stop,North,West,0,-1,South,342,True,True,True,True,341
25,5,4,10000,10000,3,9,1,1,3,1,23,6,22,11,False,False,True,True,Stop,Stop,West,West,0,-1,West,341,True,True,True,True,340
24,5,4,10000,10000,1,8,1,1,3,1,23,5,22,11,False,False,True,True,Stop,Stop,South,West,0,-1,North,340,True,True,True,True,339
24,6,4,10000,10000,2,6,1,1,3,1,23,5,22,11,False,False,True,True,Stop,Stop,South,East,0,-1,North,339,True,True,True,True,338
24,7,4,10000,10000,3,5,1,1,3,1,23,5,23,11,False,False,True,True,Stop,Stop,South,East,0,-1,North,338,True,True,True,True,337
24,8,4,10000,10000,4,5,1,1,3,1,23,5,23,11,False,False,True,True,Stop,Stop,South,West,0,-1,North,337,True,True,True,True,336
24,9,4,10000,10000,5,3,1,1,3,1,23,5,22,11,False,False,True,True,Stop,Stop,South,East,0,-1,North,336,True,True,True,True,335
24,10,4,10000,10000,5,3,1,1,3,1,24,5,23,11,False,False,True,True,Stop,Stop,East,West,0,-1,North,335,True,True,True,True,334
24,11,4,10000,10000,6,3,1,1,3,1,24,5,22,11,False,False,True,True,Stop,Stop,East,South,0,-1,West,334,True,True,False,True,333
23,11,4,10000,10000,7,2,1,1,3,1,24,5,22,10,False,False,True,True,Stop,Stop,East,South,0,-1,West,333,True,True,False,True,332
22,11,4,10000,10000,7,2,1,1,3,1,23,5,22,10,False,False,True,True,Stop,Stop,West,West,0,-1,South,332,True,False,False,True,331
22,10,4,10000,10000,6,2,1,1,3,1,23,5,20,10,False,False,True,True,Stop,Stop,West,West,0,-1,West,330,True,True,True,False,329
21,10,4,10000,10000,6,2,1,1,3,1,23,6,20,10,False,False,True,True,Stop,Stop,North,West,0,-1,West,329,True,True,False,False,328
20,10,4,10000,10000,8,2,1,1,3,1,23,5,19,10,False,False,True,True,Stop,Stop,South,North,0,-1,West,328,True,True,True,False,327
19,10,4,10000,10000,9,2,1,1,3,1,23,5,19,11,False,False,True,True,Stop,Stop,South,North,0,-1,West,327,True,True,True,False,326
18,10,4,10000,10000,9,3,1,1,3,1,23,6,19,12,False,False,True,True,Stop,Stop,North,North,0,-1,North,326,True,True,True,False,325
18,11,4,10000,10000,11,2,1,1,3,1,23,5,19,12,False,False,True,True,Stop,Stop,South,North,0,-1,North,325,True,True,True,True,324
18,12,4,10000,10000,11,2,1,1,3,1,23,6,19,12,False,False,True,True,Stop,Stop,North,North,0,-1,East,324,True,True,True,True,523
19,12,4,10000,10000,10,10000,1,1,3,1,23,6,19,13,False,False,True,False,Stop,Stop,North,Stop,0,-1,North,523,True,True,True,True,522
19,13,4,10000,10000,12,10000,1,1,3,1,23,5,7,1,False,False,True,False,Stop,Stop,South,Stop,0,-1,North,522,True,True,True,True,521
19,14,4,10000,10000,13,10000,1,1,3,1,23,5,7,1,False,False,True,False,Stop,Stop,South,Stop,0,-1,South,521,True,True,False,True,520
19,13,4,10000,10000,13,10000,1,1,3,1,23,4,7,1,False,False,True,False,Stop,Stop,South,Stop,0,-1,South,520,True,True,True,True,519
19,12,4,10000,10000,13,10000,1,1,3,1,24,4,7,1,False,False,True,False,Stop,Stop,East,Stop,0,-1,South,519,True,True,True,True,518
19,11,4,10000,10000,11,10000,1,1,3,1,24,5,7,1,False,False,True,False,Stop,Stop,North,Stop,0,-1,South,518,True,True,True,True,517
19,10,4,10000,10000,10,10000,1,1,3,1,24,5,7,1,False,False,True,False,Stop,Stop,North,Stop,0,-1,East,517,True,True,True,False,516
20,10,4,10000,10000,8,10000,1,1,3,1,23,5,7,1,False,False,True,False,Stop,Stop,West,Stop,0,-1,East,516,True,True,True,False,515
21,10,4,10000,10000,8,10000,1,1,3,1,23,4,7,1,False,False,True,False,Stop,Stop,South,Stop,0,-1,East,515,True,True,False,False,514
22,10,4,10000,10000,6,10000,1,1,3,1,22,4,7,1,False,False,True,False,Stop,Stop,West,Stop,0,-1,East,514,True,True,True,False,513
23,10,4,10000,10000,6,10000,1,1,3,1,23,4,7,1,False,False,True,False,Stop,Stop,East,Stop,0,-1,South,513,True,True,True,True,512
23,9,4,10000,10000,6,10000,1,1,3,1,23,3,7,1,False,False,True,False,Stop,Stop,South,Stop,0,-1,South,512,True,False,True,True,511
23,8,4,10000,10000,4,10000,1,1,3,1,23,4,7,1,False,False,True,False,Stop,Stop,North,Stop,0,-1,South,511,True,True,True,True,510
23,7,4,10000,10000,3,10000,1,1,3,1,23,4,7,1,False,False,True,False,Stop,Stop,North,Stop,0,-1,South,510,True,False,True,True,509
23,6,4,10000,10000,2,10000,1,1,3,1,23,4,7,1,False,False,True,False,Stop,Stop,North,Stop,0,-1,South,509,True,True,True,True,508
1,18,4,13,25,28,35,5,9,11,3,17,6,25,7,True,True,True,True,Stop,Stop,Stop,Stop,0,-1,South,-1,True,False,False,True,-2
1,17,4,12,24,27,34,5,9,11,3,17,6,25,7,True,True,True,True,Stop,Stop,Stop,Stop,0,-1,South,-2,False,False,True,True,-3
1,16,4,11,23,26,33,5,9,11,3,17,6,25,7,True,True,True,True,Stop,Stop,Stop,Stop,0,-1,South,-3,True,False,True,True,-4
1,15,4,10,22,25,32,5,9,11,3,17,6,25,7,True,True,True,True,Stop,Stop,Stop,Stop,0,-1,South,-4,True,False,True,True,-5
1,14,4,9,21,24,31,5,9,11,3,17,6,25,7,True,True,True,True,Stop,Stop,Stop,Stop,0,-1,South,-5,True,False,True,True,-6
1,13,4,8,20,23,30,5,9,11,3,17,6,25,7,True,True,True,True,Stop,Stop,Stop,Stop,0,-1,South,-6,False,False,True,True,-7
1,12,4,7,19,22,29,5,9,11,3,17,6,25,7,True,True,True,True,Stop,Stop,Stop,Stop,0,-1,South,-7,True,False,True,True,-8
1,11,4,6,18,21,28,5,9,11,3,17,6,25,7,True,True,True,True,Stop,Stop,Stop,Stop,0,-1,South,-8,False,False,True,True,-9
1,10,4,5,17,20,27,5,9,11,3,17,6,25,7,True,True,True,True,Stop,Stop,Stop,Stop,0,-1,South,-9,False,False,True,True,-10
1,9,4,4,16,19,26,5,9,11,3,17,6,25,7,True,True,True,True,Stop,Stop,Stop,Stop,0,-1,South,-10,False,False,True,True,-11
1,8,4,5,15,18,25,5,9,11,3,17,6,25,7,True,True,True,True,Stop,Stop,Stop,Stop,0,-1,South,-11,False,False,True,True,-12
1,7,4,6,14,17,24,5,9,11,3,17,6,25,7,True,True,True,True,Stop,Stop,Stop,Stop,0,-1,South,-12,False,False,True,True,-13
1,6,4,7,13,16,25,5,9,11,3,17,6,25,7,True,True,True,True,Stop,Stop,Stop,Stop,0,-1,East,-13,True,False,True,True,-14
2,6,4,6,12,15,24,5,9,11,3,17,6,25,7,True,True,True,True,Stop,Stop,Stop,Stop,0,-1,East,-14,True,True,False,True,-15
3,6,4,5,11,14,23,5,9,11,3,17,6,25,7,True,True,True,True,Stop,Stop,Stop,Stop,0,-1,East,-15,True,True,True,True,-16
4,6,4,4,10,13,22,5,9,11,3,17,6,25,7,True,True,True,True,Stop,Stop,Stop,Stop,0,-1,East,-16,True,True,True,True,-17
5,6,4,3,9,12,21,5,9,11,3,17,6,25,7,True,True,True,True,Stop,Stop,Stop,Stop,0,-1,North,-17,True,True,True,True,-18
5,7,4,2,10,13,20,5,9,11,3,17,6,25,7,True,True,True,True,Stop,Stop,Stop,Stop,0,-1,North,-18,True,True,True,True,-19
5,8,4,1,11,14,21,5,9,11,3,17,6,25,7,True,True,True,True,Stop,Stop,Stop,Stop,0,-1,North,-19,True,True,True,True,180
5,9,4,10000,12,15,22,1,1,11,3,17,6,25,7,False,True,True,True,Stop,Stop,Stop,Stop,0,-1,South,180,True,True,True,True,179
5,8,4,10000,11,14,21,1,1,11,3,17,6,25,7,False,True,True,True,Stop,Stop,Stop,Stop,0,-1,South,179,True,True,True,True,178
5,7,4,10000,10,13,20,1,1,11,3,17,6,25,7,False,True,True,True,Stop,Stop,Stop,Stop,0,-1,East,178,True,True,True,True,177
6,7,4,10000,9,12,19,1,1,11,3,17,6,25,7,False,True,True,True,Stop,Stop,Stop,Stop,0,-1,South,176,False,True,True,True,175
6,6,4,10000,8,11,20,1,1,11,3,17,6,25,7,False,True,True,True,Stop,Stop,Stop,Stop,0,-1,East,175,True,True,True,False,174
7,6,4,10000,7,10,19,1,1,11,3,17,6,25,7,False,True,True,True,Stop,Stop,Stop,Stop,0,-1,East,174,True,True,False,False,173
8,6,4,10000,6,9,18,1,1,11,3,17,6,25,7,False,True,True,True,Stop,Stop,Stop,Stop,0,-1,East,173,True,True,True,True,172
9,6,4,10000,5,8,17,1,1,11,3,17,6,25,7,False,True,True,True,Stop,Stop,Stop,Stop,0,-1,East,172,True,True,True,True,171
10,6,4,10000,4,7,16,1,1,11,3,17,6,25,7,False,True,True,True,Stop,Stop,Stop,Stop,0,-1,East,171,True,True,True,True,170
11,6,4,10000,3,6,15,1,1,11,3,17,6,25,7,False,True,True,True,Stop,Stop,Stop,Stop,0,-1,South,170,False,True,True,True,169
11,5,4,10000,2,7,16,1,1,11,3,17,6,25,7,False,True,True,True,Stop,Stop,Stop,Stop,0,-1,South,169,False,True,True,True,168
11,4,4,10000,1,8,17,1,1,11,3,17,6,25,7,False,True,True,True,Stop,Stop,Stop,Stop,0,-1,South,168,False,True,True,True,367
11,3,4,10000,10000,9,18,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,North,367,False,True,True,False,366
11,4,4,10000,10000,8,17,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,North,366,False,True,True,True,365
11,5,4,10000,10000,7,16,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,North,365,False,True,True,True,364
11,6,4,10000,10000,6,15,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,North,364,False,True,True,True,363
11,7,4,10000,10000,7,14,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,North,363,False,True,True,True,362
11,8,4,10000,10000,8,15,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,North,362,False,True,True,True,361
11,9,4,10000,10000,9,16,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,North,361,False,True,True,True,360
11,10,4,10000,10000,10,17,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,North,360,False,True,True,True,359
11,11,4,10000,10000,11,18,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,North,359,False,True,True,True,358
11,12,4,10000,10000,12,19,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,East,358,True,True,False,True,357
12,12,4,10000,10000,11,18,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,East,357,True,True,False,False,356
13,12,4,10000,10000,10,17,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,South,356,True,True,False,True,355
13,11,4,10000,10000,9,16,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,South,355,True,False,True,True,354
13,10,4,10000,10000,8,15,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,South,354,True,False,True,True,353
13,9,4,10000,10000,7,14,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,South,353,True,False,True,True,352
13,8,4,10000,10000,6,13,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,South,352,True,False,True,True,351
13,7,4,10000,10000,5,12,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,South,351,True,False,True,True,350
13,6,4,10000,10000,4,13,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,East,350,True,False,True,True,349
14,6,4,10000,10000,3,12,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,East,349,True,True,True,True,348
15,6,4,10000,10000,2,11,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,East,348,True,True,False,False,347
16,6,4,10000,10000,1,10,1,1,3,1,17,6,25,7,False,False,True,True,Stop,Stop,Stop,Stop,0,-1,East,347,True,True,False,False,546
17,6,4,10000,10000,10000,9,1,1,3,1,5,1,25,7,False,False,False,True,Stop,Stop,Stop,Stop,0,-1,East,546,True,True,False,True,545
18,6,4,10000,10000,10000,8,1,1,3,1,5,1,25,7,False,False,False,True,Stop,Stop,Stop,Stop,0,-1,East,545,True,True,False,True,544
19,6,4,10000,10000,10000,7,1,1,3,1,5,1,25,7,False,False,False,True,Stop,Stop,Stop,Stop,0,-1,East,544,True,True,False,True,543
20,6,4,10000,10000,10000,6,1,1,3,1,5,1,25,7,False,False,False,True,Stop,Stop,Stop,Stop,0,-1,East,543,True,True,False,True,542
21,6,4,10000,10000,10000,5,1,1,3,1,5,1,25,7,False,False,False,True,Stop,Stop,Stop,Stop,0,-1,East,542,True,True,False,False,541
22,6,4,10000,10000,10000,4,1,1,3,1,5,1,25,7,False,False,False,True,Stop,Stop,Stop,Stop,0,-1,East,541,True,True,False,False,540
23,6,4,10000,10000,10000,3,1,1,3,1,5,1,25,7,False,False,False,True,Stop,Stop,Stop,Stop,0,-1,East,540,True,True,True,True,539
24,6,4,10000,10000,10000,2,1,1,3,1,5,1,25,7,False,False,False,True,Stop,Stop,Stop,Stop,0,-1,East,539,True,True,True,True,538
4,12,4,13,10,15,23,8,3,10,8,19,12,23,9,True,True,True,True,West,North,Stop,South,121,2,South,-2,True,True,False,True,-3
4,11,4,11,10,15,22,7,3,10,7,19,11,23,8,True,True,True,True,West,South,South,South,121,1,East,-3,True,True,True,True,96
5,11,4,11,10,15,21,8,3,10,6,19,10,23,8,True,True,True,True,East,South,South,South,120,1,East,96,True,True,True,True,195
6,11,4,11,10,13,20,9,3,10,5,18,10,23,8,True,True,True,True,East,South,West,South,119,1,South,195,True,True,True,True,294
6,10,4,11,8,12,18,10,3,10,6,18,10,23,8,True,True,True,True,East,North,West,North,118,1,South,294,True,True,True,True,293
6,9,4,11,7,14,18,11,3,10,6,19,10,23,9,True,True,True,True,East,North,East,North,118,1,South,293,True,True,True,True,392
6,8,4,9,5,15,19,11,4,10,7,19,10,23,10,True,True,True,True,North,North,East,North,117,1,South,392,True,True,True,True,491
6,7,4,7,5,15,19,10,4,11,7,18,10,23,10,True,True,True,True,West,East,West,West,116,1,South,491,True,True,True,True,490
6,6,4,7,5,17,20,10,3,11,6,18,11,22,10,True,True,True,True,South,South,North,West,116,1,East,490,True,True,True,True,589
7,6,4,5,5,15,20,9,3,12,6,17,11,22,10,True,True,True,True,West,East,West,North,115,1,East,589,True,True,True,True,688
8,6,4,5,5,15,19,10,3,13,6,17,12,22,11,True,True,True,True,East,East,North,North,114,1,East,688,True,True,True,True,787
9,6,4,5,4,13,17,11,3,13,6,16,12,22,11,True,True,True,True,East,East,West,South,113,1,East,787,True,True,True,True,886
10,6,4,4,3,11,17,11,3,13,6,15,12,22,10,True,True,True,True,East,East,West,East,112,1,East,886,True,True,True,True,885
11,6,4,3,3,9,15,11,3,14,6,14,12,23,10,True,True,True,True,East,East,West,West,112,1,East,885,True,True,True,True,884
12,6,4,4,2,7,14,11,3,14,6,14,11,22,10,True,True,True,True,East,East,South,West,112,1,East,884,True,True,True,True,883
13,6,4,5,2,6,14,11,3,14,5,14,11,22,10,True,True,True,True,East,South,South,East,112,2,East,883,True,True,True,True,882
14,6,4,5,2,4,13,11,4,13,5,14,10,23,10,True,True,True,True,North,West,South,East,112,2,South,882,True,True,True,True,1081
14,5,4,5,10000,5,13,11,3,3,1,14,10,23,10,True,False,True,True,South,Stop,South,West,112,1,West,1081,True,True,True,True,1080
13,5,4,4,10000,5,14,11,3,3,1,14,9,22,10,True,False,True,True,South,Stop,South,West,112,1,West,1080,True,True,True,True,1179
12,5,4,2,10000,6,16,12,3,3,1,14,9,22,10,True,False,True,True,East,Stop,South,East,111,1,South,1179,True,True,True,True,1478
12,4,4,10000,10000,6,18,1,1,3,1,13,9,23,10,False,False,True,True,Stop,Stop,West,North,110,1,South,1478,True,True,True,True,1477
12,3,4,10000,10000,8,19,1,1,3,1,13,10,23,11,False,False,True,True,Stop,Stop,North,North,110,2,West,1477,True,True,True,False,1476
11,3,4,10000,10000,8,19,1,1,3,1,13,9,23,11,False,False,True,True,Stop,Stop,South,South,110,1,North,1476,True,True,True,False,1575
11,4,4,10000,10000,7,17,1,1,3,1,13,9,23,10,False,False,True,True,Stop,Stop,South,South,109,1,North,1575,True,True,True,True,1674
11,5,4,10000,10000,5,15,1,1,3,1,12,9,23,9,False,False,True,True,Stop,Stop,West,South,108,1,North,1674,True,True,True,True,1673
11,6,4,10000,10000,5,13,1,1,3,1,13,9,23,8,False,False,True,True,Stop,Stop,East,South,108,2,North,1673,True,True,True,True,1672
11,7,4,10000,10000,4,12,1,1,3,1,13,9,23,7,False,False,True,True,Stop,Stop,East,South,108,1,North,1672,True,True,True,True,1771
11,8,4,10000,10000,4,13,1,1,3,1,14,9,23,7,False,False,True,True,Stop,Stop,East,South,107,1,North,1771,True,True,True,True,1770
11,9,4,10000,10000,4,13,1,1,3,1,15,9,23,7,False,False,True,True,Stop,Stop,East,North,107,1,North,1770,True,True,True,True,1869
11,10,4,10000,10000,6,15,1,1,3,1,15,8,23,8,False,False,True,True,Stop,Stop,South,South,106,1,North,1869,True,True,True,True,1968
11,11,4,10000,10000,8,16,1,1,3,1,15,7,23,7,False,False,True,True,Stop,Stop,South,South,105,1,East,1968,True,True,True,True,2067
12,11,4,10000,10000,8,16,1,1,3,1,15,6,23,7,False,False,True,True,Stop,Stop,South,South,104,1,East,2067,True,True,True,True,2066
13,11,4,10000,10000,6,16,1,1,3,1,15,7,23,6,False,False,True,True,Stop,Stop,North,South,104,2,East,2066,True,True,True,True,2065
14,11,4,10000,10000,4,14,1,1,3,1,14,7,23,5,False,False,True,True,Stop,Stop,West,North,104,1,East,2065,True,True,True,True,2164
15,11,4,10000,10000,4,14,1,1,3,1,15,7,23,6,False,False,True,True,Stop,Stop,East,South,103,1,South,2164,True,True,True,True,2263
15,10,4,10000,10000,3,12,1,1,3,1,15,7,23,5,False,False,True,True,Stop,Stop,East,North,102,1,South,2263,True,True,True,True,2262
15,9,4,10000,10000,3,12,1,1,3,1,16,7,23,6,False,False,True,True,Stop,Stop,East,South,102,1,South,2262,True,True,True,True,2361
15,8,4,10000,10000,3,10,1,1,3,1,16,6,23,5,False,False,True,True,Stop,Stop,South,North,101,1,South,2361,True,True,True,True,2460
15,7,4,10000,10000,1,10,1,1,3,1,15,6,23,6,False,False,True,True,Stop,Stop,West,South,100,1,East,2460,True,True,True,True,2559
16,7,4,10000,10000,3,8,1,1,3,1,15,5,23,5,False,False,True,True,Stop,Stop,South,North,99,1,South,2559,True,True,True,True,2558
16,6,4,10000,10000,3,7,1,1,3,1,14,5,23,6,False,False,True,True,Stop,Stop,West,North,99,1,West,2558,True,True,True,True,2557
15,6,4,10000,10000,1,8,1,1,3,1,15,5,23,6,False,False,True,True,Stop,Stop,East,North,99,1,West,2557,True,True,True,True,2556
14,6,4,10000,10000,1,10,1,1,3,1,14,5,23,6,False,False,True,True,Stop,Stop,West,South,99,2,South,2556,True,True,True,True,2755
14,5,4,10000,10000,10000,10,1,1,3,1,5,1,23,5,False,False,False,True,Stop,Stop,Stop,North,99,1,South,2755,True,True,True,True,2754
14,4,4,10000,10000,10000,10,1,1,3,1,5,1,23,6,False,False,False,True,Stop,Stop,Stop,South,99,1,East,2754,True,True,True,True,2853
15,4,4,10000,10000,10000,8,1,1,3,1,5,1,23,5,False,False,False,True,Stop,Stop,Stop,South,98,1,East,2853,True,True,True,True,2952
16,4,4,10000,10000,10000,8,1,1,3,1,5,1,23,4,False,False,False,True,Stop,Stop,Stop,South,97,1,East,2952,True,True,True,True,3051
17,4,4,10000,10000,10000,7,1,1,3,1,5,1,23,3,False,False,False,True,Stop,Stop,Stop,South,96,1,East,3051,True,True,True,True,3050
18,4,4,10000,10000,10000,5,1,1,3,1,5,1,23,3,False,False,False,True,Stop,Stop,Stop,West,96,1,East,3050,True,True,True,True,3049
19,4,4,10000,10000,10000,3,1,1,3,1,5,1,22,3,False,False,False,True,Stop,Stop,Stop,North,96,1,East,3049,True,True,True,True,3148
20,4,4,10000,10000,10000,3,1,1,3,1,5,1,22,4,False,False,False,True,Stop,Stop,Stop,East,95,1,East,3148,True,True,True,True,3247
21,4,4,10000,10000,10000,2,1,1,3,1,5,1,23,4,False,False,False,True,Stop,Stop,Stop,East,94,1,East,3247,True,True,True,True,3346
4,12,4,14,12,15,21,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,121,2,South,-1,True,True,False,True,-2
4,11,4,13,11,16,20,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,121,1,East,-2,True,True,True,True,97
5,11,4,12,10,15,19,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,120,1,East,97,True,True,True,True,196
6,11,4,11,9,14,18,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,119,1,South,196,True,True,True,True,295
6,10,4,10,8,15,17,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,118,1,South,295,True,True,True,True,294
6,9,4,9,7,16,16,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,118,1,South,294,True,True,True,True,393
6,8,4,8,6,17,17,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,117,1,South,393,True,True,True,True,492
6,7,4,7,5,18,18,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,116,1,East,492,True,True,True,True,591
7,7,4,6,4,17,17,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,115,1,East,591,True,True,True,True,590
8,7,4,5,3,16,16,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,115,1,East,590,True,True,True,True,589
9,7,4,4,2,15,15,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,115,1,East,589,True,True,True,True,688
10,7,4,5,1,14,14,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,114,1,East,688,True,True,True,True,887
11,7,4,6,10000,13,13,9,3,3,1,19,12,22,9,True,False,True,True,Stop,Stop,Stop,Stop,114,1,South,887,True,True,True,True,886
11,6,4,5,10000,14,14,9,3,3,1,19,12,22,9,True,False,True,True,Stop,Stop,Stop,Stop,114,1,South,886,True,True,True,True,985
11,5,4,4,10000,15,15,9,3,3,1,19,12,22,9,True,False,True,True,Stop,Stop,Stop,Stop,113,1,West,985,True,True,True,True,1084
10,5,4,3,10000,16,16,9,3,3,1,19,12,22,9,True,False,True,True,Stop,Stop,Stop,Stop,112,1,West,1084,True,True,True,True,1083
9,5,4,2,10000,17,17,9,3,3,1,19,12,22,9,True,False,True,True,Stop,Stop,Stop,Stop,112,1,South,1083,True,True,True,True,1082
9,4,4,1,10000,18,18,9,3,3,1,19,12,22,9,True,False,True,True,Stop,Stop,Stop,Stop,112,1,South,1082,True,True,True,True,1281
9,3,4,10000,10000,19,19,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,112,1,East,1281,True,True,True,False,1380
10,3,4,10000,10000,18,18,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,111,1,East,1380,True,True,True,False,1379
11,3,4,10000,10000,17,17,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,111,1,North,1379,True,True,True,False,1478
11,4,4,10000,10000,16,16,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,110,1,East,1478,True,True,True,True,1577
12,4,4,10000,10000,15,15,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,109,1,East,1577,True,True,True,True,1576
13,4,4,10000,10000,14,14,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,109,2,East,1576,True,True,True,True,1575
14,4,4,10000,10000,13,13,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,109,1,East,1575,True,True,True,True,1674
15,4,4,10000,10000,12,12,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,108,1,East,1674,True,True,True,True,1773
16,4,4,10000,10000,11,11,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,107,1,North,1773,True,True,True,True,1872
