@relation training_keyboard.arff-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C26-Llast

@attribute Pacman_posx numeric
@attribute Pacman_posy numeric
@attribute Number_ghosts numeric
@attribute Ghost1_Distance numeric
@attribute Ghost2_Distance numeric
@attribute Ghost3_Distance numeric
@attribute Ghost4_Distance numeric
@attribute Ghost1_Posx numeric
@attribute Ghost1_Posy numeric
@attribute Ghost2_Posx numeric
@attribute Ghost2_Posy numeric
@attribute Ghost3_Posx numeric
@attribute Ghost3_Posy numeric
@attribute Ghost4_Posx numeric
@attribute Ghost4_Posy numeric
@attribute Living_Ghost1 {True,False}
@attribute Living_Ghost2 {True,False}
@attribute Living_Ghost3 {True,False}
@attribute Living_Ghost4 {True,False}
@attribute Ghost1_Direction {North,South,East,West,Stop,None}
@attribute Ghost2_Direction {North,South,East,West,Stop,None}
@attribute Ghost3_Direction {North,South,East,West,Stop,None}
@attribute Ghost4_Direction {North,South,East,West,Stop,None}
@attribute pacDots numeric
@attribute Dist_nearest_pacDots numeric
@attribute Pacman_direction {North,South,East,West,Stop}
@attribute Score numeric
@attribute East_Legal {True,False}
@attribute West_Legal {True,False}
@attribute North_Legal {True,False}
@attribute South_Legal {True,False}
@attribute FutureScore numeric

@data
15,13,4,10000,13,10000,10000,1,1,4,11,5,1,7,1,False,True,False,False,Stop,South,Stop,Stop,0,-1,North,625,True,True,True,True,624
15,14,4,10000,14,10000,10000,1,1,4,11,5,1,7,1,False,True,False,False,Stop,South,Stop,Stop,0,-1,West,624,True,True,False,True,623
14,14,4,10000,12,10000,10000,1,1,4,12,5,1,7,1,False,True,False,False,Stop,North,Stop,Stop,0,-1,West,623,True,True,False,True,622
13,14,4,10000,11,10000,10000,1,1,4,12,5,1,7,1,False,True,False,False,Stop,North,Stop,Stop,0,-1,West,622,True,True,False,True,621
12,14,4,10000,10,10000,10000,1,1,4,12,5,1,7,1,False,True,False,False,Stop,North,Stop,Stop,0,-1,West,621,True,True,False,True,620
11,14,4,10000,8,10000,10000,1,1,5,12,5,1,7,1,False,True,False,False,Stop,East,Stop,Stop,0,-1,West,620,True,True,False,True,619
10,14,4,10000,7,10000,10000,1,1,5,12,5,1,7,1,False,True,False,False,Stop,East,Stop,Stop,0,-1,West,619,True,True,False,True,618
9,14,4,10000,6,10000,10000,1,1,5,12,5,1,7,1,False,True,False,False,Stop,East,Stop,Stop,0,-1,West,618,True,True,False,True,617
8,14,4,10000,6,10000,10000,1,1,5,11,5,1,7,1,False,True,False,False,Stop,South,Stop,Stop,0,-1,West,617,True,True,False,True,616
7,14,4,10000,4,10000,10000,1,1,6,11,5,1,7,1,False,True,False,False,Stop,East,Stop,Stop,0,-1,West,616,True,True,False,True,615
6,14,4,10000,4,10000,10000,1,1,6,10,5,1,7,1,False,True,False,False,Stop,South,Stop,Stop,0,-1,South,615,True,True,False,True,614
6,13,4,10000,4,10000,10000,1,1,6,9,5,1,7,1,False,True,False,False,Stop,South,Stop,Stop,0,-1,South,614,True,True,True,True,613
6,12,4,10000,2,10000,10000,1,1,6,10,5,1,7,1,False,True,False,False,Stop,North,Stop,Stop,0,-1,South,613,True,True,True,True,612
12,10,4,11,9,5,3,5,6,5,12,13,6,13,12,True,True,True,True,Stop,Stop,Stop,Stop,1,7,East,-2,True,True,True,True,-3
13,10,4,12,10,4,2,5,6,5,12,13,6,13,12,True,True,True,True,Stop,Stop,Stop,Stop,1,6,East,-3,True,True,True,True,-4
14,10,4,13,11,5,3,5,6,5,12,13,6,13,12,True,True,True,True,Stop,Stop,Stop,Stop,1,5,East,-4,True,True,True,True,-5
15,10,4,14,12,6,4,5,6,5,12,13,6,13,12,True,True,True,True,Stop,Stop,Stop,Stop,1,4,West,-5,True,True,True,True,-6
14,10,4,13,11,5,3,5,6,5,12,13,6,13,12,True,True,True,True,Stop,Stop,Stop,Stop,1,5,West,-6,True,True,True,True,-7
13,10,4,12,10,4,2,5,6,5,12,13,6,13,12,True,True,True,True,Stop,Stop,Stop,Stop,1,6,West,-7,True,True,True,True,-8
12,10,4,11,9,5,3,5,6,5,12,13,6,13,12,True,True,True,True,Stop,Stop,Stop,Stop,1,7,North,-8,True,True,True,True,-9
12,11,4,12,8,6,2,5,6,5,12,13,6,13,12,True,True,True,True,Stop,Stop,Stop,Stop,1,8,North,-9,True,True,True,True,-10
12,12,4,13,7,7,1,5,6,5,12,13,6,13,12,True,True,True,True,Stop,Stop,Stop,Stop,1,9,East,-10,True,True,True,True,189
13,12,4,14,8,6,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,1,8,East,189,True,True,True,True,188
14,12,4,15,9,7,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,1,7,East,188,True,True,True,True,187
15,12,4,16,10,8,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,1,6,East,187,True,True,True,True,186
16,12,4,17,11,9,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,1,5,East,186,True,True,True,True,185
17,12,4,18,12,10,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,1,4,East,185,True,True,True,True,184
18,12,4,19,13,11,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,1,3,South,184,False,True,True,True,183
18,11,4,18,14,10,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,1,2,South,183,False,True,True,True,182
18,10,4,17,15,9,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,1,1,South,182,False,True,True,True,281
18,9,4,16,16,8,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,0,-1,South,281,False,True,True,True,280
18,8,4,15,17,7,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,0,-1,South,280,False,True,True,True,279
18,7,4,14,18,6,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,0,-1,South,279,False,True,True,True,278
18,6,4,13,19,5,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,0,-1,West,278,False,True,True,True,277
17,6,4,12,18,4,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,0,-1,West,277,True,True,True,True,276
16,6,4,11,17,3,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,0,-1,West,276,True,True,True,True,275
15,6,4,10,16,2,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,0,-1,West,275,True,True,True,True,274
14,6,4,9,15,1,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,0,-1,West,274,True,True,True,True,473
13,6,4,8,14,10000,10000,5,6,5,12,5,1,7,1,True,True,False,False,Stop,Stop,Stop,Stop,0,-1,West,473,True,True,True,True,472
12,6,4,7,13,10000,10000,5,6,5,12,5,1,7,1,True,True,False,False,Stop,Stop,Stop,Stop,0,-1,West,472,True,True,True,True,471
11,6,4,6,12,10000,10000,5,6,5,12,5,1,7,1,True,True,False,False,Stop,Stop,Stop,Stop,0,-1,West,471,True,True,True,True,470
10,6,4,5,11,10000,10000,5,6,5,12,5,1,7,1,True,True,False,False,Stop,Stop,Stop,Stop,0,-1,West,470,True,True,True,True,469
9,6,4,4,10,10000,10000,5,6,5,12,5,1,7,1,True,True,False,False,Stop,Stop,Stop,Stop,0,-1,West,469,True,True,True,True,468
8,6,4,3,9,10000,10000,5,6,5,12,5,1,7,1,True,True,False,False,Stop,Stop,Stop,Stop,0,-1,West,468,True,True,True,True,467
7,6,4,2,8,10000,10000,5,6,5,12,5,1,7,1,True,True,False,False,Stop,Stop,Stop,Stop,0,-1,West,467,True,True,True,True,466
6,6,4,1,7,10000,10000,5,6,5,12,5,1,7,1,True,True,False,False,Stop,Stop,Stop,Stop,0,-1,West,466,True,True,True,True,665
5,6,4,10000,6,10000,10000,1,1,5,12,5,1,7,1,False,True,False,False,Stop,Stop,Stop,Stop,0,-1,East,665,True,True,True,True,664
6,6,4,10000,7,10000,10000,1,1,5,12,5,1,7,1,False,True,False,False,Stop,Stop,Stop,Stop,0,-1,East,664,True,True,True,True,663
7,6,4,10000,8,10000,10000,1,1,5,12,5,1,7,1,False,True,False,False,Stop,Stop,Stop,Stop,0,-1,North,663,True,True,True,True,662
7,7,4,10000,7,10000,10000,1,1,5,12,5,1,7,1,False,True,False,False,Stop,Stop,Stop,Stop,0,-1,North,662,True,True,True,True,661
7,8,4,10000,6,10000,10000,1,1,5,12,5,1,7,1,False,True,False,False,Stop,Stop,Stop,Stop,0,-1,North,661,True,True,True,True,660
7,9,4,10000,5,10000,10000,1,1,5,12,5,1,7,1,False,True,False,False,Stop,Stop,Stop,Stop,0,-1,North,660,True,True,True,True,659
7,10,4,10000,4,10000,10000,1,1,5,12,5,1,7,1,False,True,False,False,Stop,Stop,Stop,Stop,0,-1,North,659,True,True,True,True,658
7,11,4,10000,3,10000,10000,1,1,5,12,5,1,7,1,False,True,False,False,Stop,Stop,Stop,Stop,0,-1,North,658,True,True,True,True,657
7,12,4,10000,2,10000,10000,1,1,5,12,5,1,7,1,False,True,False,False,Stop,Stop,Stop,Stop,0,-1,West,657,True,True,True,True,656
1,11,4,11,7,6,18,6,5,5,8,7,11,14,6,True,True,True,True,Stop,South,West,Stop,2,14,East,-2,True,False,False,True,-3
2,11,4,9,6,6,17,5,5,5,8,8,11,14,6,True,True,True,True,West,South,East,Stop,2,13,East,-3,True,True,False,False,-4
3,11,4,9,5,5,15,5,4,5,8,8,11,14,6,True,True,True,True,South,South,East,North,2,12,East,-4,True,True,False,False,-5
4,11,4,9,3,5,15,5,3,4,8,9,11,14,7,True,True,True,True,South,West,East,South,2,11,East,-5,True,True,False,False,-6
5,11,4,8,5,5,14,5,3,3,8,10,11,14,6,True,True,True,True,South,West,East,South,2,10,East,-6,True,True,False,True,-7
6,11,4,8,6,5,14,6,3,3,8,10,10,14,6,True,True,True,True,East,West,South,South,2,9,East,-7,True,True,False,True,-8
7,11,4,8,8,4,14,7,3,2,8,10,10,14,5,True,True,True,True,East,West,South,East,2,8,East,-8,True,True,False,False,-9
8,11,4,8,8,4,13,8,3,3,8,10,9,15,5,True,True,True,True,East,East,South,East,2,7,East,-9,True,True,False,False,-10
9,11,4,9,8,4,12,8,3,4,8,11,9,15,5,True,True,True,True,East,East,East,East,2,6,East,-10,True,True,False,False,-11
10,11,4,9,10,3,12,9,3,4,7,11,9,15,5,True,True,True,True,East,South,East,East,2,5,South,-11,True,True,False,True,-12
10,10,4,7,9,2,12,9,4,4,7,11,9,16,5,True,True,True,True,North,South,East,East,2,4,South,-12,True,False,True,True,-13
10,9,4,5,7,2,10,10,4,4,8,12,9,17,5,True,True,True,True,East,North,East,West,2,3,East,-13,True,True,True,True,-14
11,9,4,7,9,2,9,10,3,3,8,12,8,16,5,True,True,True,True,South,West,South,West,2,4,East,-14,True,True,True,False,-15
12,9,4,7,10,2,8,10,4,3,8,13,8,16,5,True,True,True,True,North,West,East,West,2,3,East,-15,True,True,False,True,-16
13,9,4,9,10,2,7,10,3,4,8,13,7,16,5,True,True,True,True,South,East,South,West,2,2,East,-16,True,True,False,True,-17
14,9,4,9,12,3,5,10,4,3,8,13,7,16,5,True,True,True,True,North,West,South,West,2,1,East,-17,True,True,True,True,-18
15,9,4,9,12,3,5,11,4,4,8,13,8,15,5,True,True,True,True,East,East,North,East,2,2,East,-18,True,True,False,True,-19
16,9,4,11,12,3,4,10,4,4,9,13,9,16,5,True,True,True,True,West,North,North,East,2,3,East,-19,True,True,False,True,-20
17,9,4,13,13,5,5,9,4,4,9,13,8,16,5,True,True,True,True,West,North,South,East,2,4,East,-20,True,True,False,True,-21
18,9,4,15,15,5,6,8,4,4,8,13,9,16,5,True,True,True,True,West,South,North,East,2,5,North,-21,False,True,True,True,-22
18,10,4,17,15,7,8,8,3,4,9,13,8,16,5,True,True,True,True,South,North,South,West,2,4,North,-22,False,False,True,True,-23
18,11,4,17,15,9,11,9,3,5,9,13,7,14,5,True,True,True,True,East,East,South,West,2,5,West,-24,False,True,False,True,-25
17,11,4,17,15,8,11,8,3,5,8,13,7,13,5,True,True,True,True,West,South,South,West,2,4,West,-25,True,True,False,False,-26
16,11,4,15,15,6,9,9,3,5,7,14,7,12,5,True,True,True,True,East,South,East,East,2,3,West,-26,True,True,False,False,-27
15,11,4,15,14,5,7,8,3,5,7,14,7,13,5,True,True,True,True,West,South,East,East,2,2,West,-27,True,True,False,False,-28
14,11,4,15,12,4,6,7,3,6,7,14,7,14,5,True,True,True,True,West,East,East,East,2,1,South,-28,True,True,False,True,71
14,10,4,15,12,4,5,6,3,5,7,14,6,14,5,True,True,True,True,West,West,South,East,1,8,South,71,False,False,True,True,70
14,9,4,13,12,2,4,6,4,4,7,14,7,14,5,True,True,True,True,North,West,North,East,1,7,South,70,True,True,True,True,69
14,8,4,13,11,2,4,5,4,4,7,13,7,14,5,True,True,True,True,West,West,West,East,1,6,South,69,True,True,True,True,68
14,7,4,11,10,2,3,6,4,4,7,12,7,15,5,True,True,True,True,East,West,West,East,1,5,South,68,True,True,True,True,67
14,6,4,11,11,3,2,6,3,4,7,12,7,15,5,True,True,True,True,South,West,West,East,1,4,South,67,False,False,True,True,66
14,5,4,11,12,3,1,5,3,4,7,13,7,15,5,True,True,True,True,West,West,East,East,1,5,South,66,True,True,True,True,65
14,4,4,9,14,5,1,6,3,3,7,12,7,15,5,True,True,True,True,East,West,West,West,1,6,East,65,True,True,True,True,64
15,4,4,9,16,5,1,6,4,3,8,13,7,14,5,True,True,True,True,North,North,East,South,1,7,East,64,True,True,True,True,63
16,4,4,11,17,7,2,5,4,3,8,13,8,14,4,True,True,True,True,West,North,North,South,1,8,North,63,True,True,True,True,62
16,5,4,12,17,4,3,6,3,2,8,14,7,14,5,True,True,True,True,South,West,East,North,1,7,West,61,True,True,False,True,60
15,5,4,10,17,2,3,7,3,1,8,15,7,14,6,True,True,True,True,East,West,East,North,1,6,West,60,True,True,False,True,59
14,5,4,8,16,2,2,7,4,1,8,14,7,14,7,True,True,True,True,North,West,West,North,1,5,West,59,True,True,True,True,58
13,5,4,6,15,3,4,8,4,1,8,14,7,14,7,True,True,True,True,East,West,West,East,1,4,West,58,True,True,False,True,57
12,5,4,5,13,4,6,8,4,2,8,14,7,15,7,True,True,True,True,East,East,West,East,1,3,West,57,True,True,False,False,56
11,5,4,5,12,5,7,7,4,2,8,14,7,16,7,True,True,True,True,West,East,West,East,1,2,East,56,True,True,False,True,55
12,5,4,7,14,4,5,6,4,1,8,14,7,16,7,True,True,True,True,West,West,West,West,1,3,East,55,True,True,False,False,54
13,5,4,7,14,4,5,7,4,2,8,14,8,15,7,True,True,True,True,East,East,North,North,1,4,East,54,True,True,False,True,53
14,5,4,9,16,2,4,6,4,2,9,14,7,15,8,True,True,True,True,West,North,South,North,1,5,North,53,True,True,True,True,52
14,6,4,9,14,2,2,7,4,2,8,13,7,15,8,True,True,True,True,East,South,West,West,1,4,North,52,False,False,True,True,51
14,7,4,11,13,2,2,7,3,2,8,12,7,14,8,True,True,True,True,South,South,West,West,1,5,North,51,True,True,True,True,250
14,8,4,12,13,3,10000,7,3,2,7,12,7,13,8,True,True,True,False,South,South,West,Stop,1,6,North,250,True,True,True,True,249
14,9,4,12,14,3,10000,7,4,2,7,12,8,7,1,True,True,True,False,North,South,North,Stop,1,7,West,249,True,True,True,True,248
13,9,4,12,12,1,10000,6,4,2,8,13,8,7,1,True,True,True,False,West,North,East,Stop,1,6,West,248,True,True,False,True,247
12,9,4,11,11,2,10000,6,4,2,8,13,8,7,1,True,True,True,False,West,North,East,Stop,1,5,West,247,True,True,False,True,246
11,9,4,10,11,2,10000,6,4,2,7,13,9,7,1,True,True,True,False,West,South,North,Stop,1,4,West,246,True,True,True,False,245
10,9,4,10,9,2,10000,5,4,3,7,12,9,7,1,True,True,True,False,West,East,West,Stop,1,3,South,245,True,True,True,True,244
10,8,4,9,7,4,10000,5,4,4,7,13,9,7,1,True,True,True,False,West,East,East,Stop,1,2,South,244,False,True,True,True,243
10,7,4,7,7,5,10000,5,5,4,8,13,9,7,1,True,True,True,False,North,North,East,Stop,1,1,South,243,False,True,True,True,342
10,6,4,7,8,5,10000,5,4,4,8,12,9,7,1,True,True,True,False,South,North,West,Stop,0,-1,South,342,False,True,True,True,341
10,5,4,5,10,6,10000,6,4,3,8,12,9,7,1,True,True,True,False,East,West,West,Stop,0,-1,East,341,True,True,True,True,340
11,5,4,7,10,5,10000,6,3,4,8,12,9,7,1,True,True,True,False,South,East,West,Stop,0,-1,West,340,True,True,False,True,339
10,5,4,7,10,6,10000,5,3,3,8,12,9,7,1,True,True,True,False,West,West,West,Stop,0,-1,West,339,True,True,True,True,338
9,5,4,7,8,8,10000,4,3,4,8,13,9,7,1,True,True,True,False,West,East,East,Stop,0,-1,West,338,True,True,True,True,337
8,5,4,5,7,9,10000,5,3,4,8,13,9,7,1,True,True,True,False,East,East,East,Stop,0,-1,West,337,True,True,True,True,336
7,5,4,3,5,9,10000,6,3,5,8,13,8,7,1,True,True,True,False,East,East,South,Stop,0,-1,South,336,True,True,False,True,335
7,4,4,2,7,9,10000,6,3,4,8,12,8,7,1,True,True,True,False,East,West,West,Stop,0,-1,South,335,True,True,True,True,334
7,3,4,1,10,10,10000,7,4,3,9,12,8,7,1,True,True,True,False,East,West,South,Stop,0,-1,West,333,True,True,True,False,332
6,3,4,1,8,12,10000,6,4,3,8,13,8,7,1,True,True,True,False,West,South,East,Stop,0,-1,West,332,True,True,True,False,331
5,3,4,1,8,12,10000,5,4,2,8,13,7,7,1,True,True,True,False,West,West,South,Stop,0,-1,East,331,True,True,True,False,330
6,3,4,3,9,10,10000,4,4,2,8,12,7,7,1,True,True,True,False,West,West,West,Stop,0,-1,East,330,True,True,True,False,329
7,3,4,5,11,9,10000,4,5,2,9,12,7,7,1,True,True,True,False,North,North,West,Stop,0,-1,East,329,True,True,True,False,328
8,3,4,5,11,9,10000,4,4,3,9,12,8,7,1,True,True,True,False,South,East,North,Stop,0,-1,East,328,True,True,True,False,327
9,3,4,7,13,8,10000,4,5,2,9,12,8,7,1,True,True,True,False,North,West,North,Stop,0,-1,North,327,True,True,True,False,326
9,4,4,5,12,6,10000,5,5,2,9,12,7,7,1,True,True,True,False,East,West,South,Stop,0,-1,North,326,True,True,True,True,325
9,5,4,4,11,5,10000,5,5,2,9,12,7,7,1,True,True,True,False,East,West,South,Stop,0,-1,West,325,True,True,True,True,324
8,5,4,4,9,6,10000,5,4,2,8,12,7,7,1,True,True,True,False,South,South,South,Stop,0,-1,West,324,True,True,True,True,323
7,5,4,4,7,8,10000,4,4,2,7,12,8,7,1,True,True,True,False,West,South,North,Stop,0,-1,West,323,True,True,False,True,322
6,5,4,2,7,8,10000,5,4,2,8,12,7,7,1,True,True,True,False,East,North,South,Stop,0,-1,West,322,True,True,False,True,321
5,5,4,2,5,10,10000,6,4,2,7,12,8,7,1,True,True,True,False,East,South,North,Stop,0,-1,West,321,True,True,False,True,320
4,5,4,4,5,11,10000,6,3,1,7,12,8,7,1,True,True,True,False,South,West,North,Stop,0,-1,South,320,True,True,False,True,319
4,4,4,3,5,13,10000,6,3,2,7,12,9,7,1,True,True,True,False,South,East,North,Stop,0,-1,East,319,True,True,True,True,318
5,4,4,1,6,11,10000,5,3,2,7,11,9,7,1,True,True,True,False,West,East,West,Stop,0,-1,East,318,True,True,True,True,317
6,4,4,1,6,10,10000,5,4,3,7,11,9,7,1,True,True,True,False,North,East,West,Stop,0,-1,East,317,True,True,True,True,316
7,4,4,3,7,10,10000,5,3,3,7,11,10,7,1,True,True,True,False,South,East,North,Stop,0,-1,East,316,True,True,True,True,315
8,4,4,3,7,9,10000,5,4,4,7,11,10,7,1,True,True,True,False,North,East,North,Stop,0,-1,West,315,True,True,True,True,314
7,4,4,3,7,9,10000,5,5,3,7,10,10,7,1,True,True,True,False,North,West,West,Stop,0,-1,West,314,True,True,True,True,313
6,4,4,1,5,9,10000,5,4,4,7,10,9,7,1,True,True,True,False,South,East,South,Stop,0,-1,West,313,True,True,True,True,512
5,4,4,10000,5,10,10000,1,1,4,8,10,9,7,1,False,True,True,False,Stop,North,South,Stop,0,-1,West,512,True,True,True,True,511
4,4,4,10000,5,10,10000,1,1,3,8,9,9,7,1,False,True,True,False,Stop,West,West,Stop,0,-1,West,511,True,True,True,True,510
3,4,4,10000,5,12,10000,1,1,2,8,10,9,7,1,False,True,True,False,Stop,West,East,Stop,0,-1,West,510,True,True,True,True,509
2,4,4,10000,5,13,10000,1,1,1,8,10,9,7,1,False,True,True,False,Stop,West,East,Stop,0,-1,North,509,True,True,True,True,508
2,5,4,10000,5,11,10000,1,1,1,9,9,9,7,1,False,True,True,False,Stop,North,North,Stop,0,-1,West,506,True,True,False,True,505
1,5,4,10000,3,13,10000,1,1,1,8,10,9,7,1,False,True,True,False,Stop,South,East,Stop,0,-1,North,505,True,False,True,True,504
1,6,4,10000,1,13,10000,1,1,1,7,11,9,7,1,False,True,True,False,Stop,South,East,Stop,0,-1,North,504,False,False,True,True,703
1,7,4,10000,10000,12,10000,1,1,3,1,11,9,7,1,False,False,True,False,Stop,Stop,East,Stop,0,-1,North,703,True,False,True,True,702
1,8,4,10000,10000,12,10000,1,1,3,1,11,10,7,1,False,False,True,False,Stop,Stop,North,Stop,0,-1,North,702,True,False,True,True,701
1,9,4,10000,10000,12,10000,1,1,3,1,11,11,7,1,False,False,True,False,Stop,Stop,North,Stop,0,-1,East,701,True,False,True,True,700
2,9,4,10000,10000,12,10000,1,1,3,1,12,11,7,1,False,False,True,False,Stop,Stop,East,Stop,0,-1,East,700,True,True,False,True,699
3,9,4,10000,10000,12,10000,1,1,3,1,13,11,7,1,False,False,True,False,Stop,Stop,East,Stop,0,-1,East,699,True,True,False,True,698
4,9,4,10000,10000,12,10000,1,1,3,1,14,11,7,1,False,False,True,False,Stop,Stop,East,Stop,0,-1,East,698,True,True,False,True,697
5,9,4,10000,10000,11,10000,1,1,3,1,14,11,7,1,False,False,True,False,Stop,Stop,East,Stop,0,-1,East,697,True,True,True,True,696
6,9,4,10000,10000,9,10000,1,1,3,1,13,11,7,1,False,False,True,False,Stop,Stop,West,Stop,0,-1,East,696,True,True,True,True,695
7,9,4,10000,10000,9,10000,1,1,3,1,14,11,7,1,False,False,True,False,Stop,Stop,East,Stop,0,-1,East,695,True,True,False,True,694
8,9,4,10000,10000,8,10000,1,1,3,1,14,11,7,1,False,False,True,False,Stop,Stop,East,Stop,0,-1,East,694,True,True,False,True,693
9,9,4,10000,10000,6,10000,1,1,3,1,13,11,7,1,False,False,True,False,Stop,Stop,West,Stop,0,-1,East,693,True,True,False,True,692
10,9,4,10000,10000,5,10000,1,1,3,1,13,11,7,1,False,False,True,False,Stop,Stop,West,Stop,0,-1,North,692,True,True,True,True,691
10,10,4,10000,10000,5,10000,1,1,3,1,14,11,7,1,False,False,True,False,Stop,Stop,East,Stop,0,-1,North,691,True,False,True,True,690
10,11,4,10000,10000,3,10000,1,1,3,1,13,11,7,1,False,False,True,False,Stop,Stop,West,Stop,0,-1,East,690,True,True,False,True,689
11,11,4,10000,10000,3,10000,1,1,3,1,14,11,7,1,False,False,True,False,Stop,Stop,East,Stop,0,-1,East,689,True,True,False,True,688
12,11,4,10000,10000,3,10000,1,1,3,1,15,11,7,1,False,False,True,False,Stop,Stop,East,Stop,0,-1,East,688,True,True,False,False,687
1,18,4,13,25,28,35,4,8,11,3,17,6,26,7,True,True,True,True,South,Stop,East,West,0,-1,South,-2,True,False,False,True,-3
1,17,4,13,23,28,34,4,7,10,3,17,5,25,7,True,True,True,True,South,West,South,West,0,-1,South,-3,False,False,True,True,-4
1,16,4,13,23,28,34,4,6,11,3,17,4,25,7,True,True,True,True,South,East,South,South,0,-1,South,-4,True,False,True,True,-5
1,15,4,12,21,28,32,4,6,10,3,18,4,25,6,True,True,True,True,South,West,East,North,0,-1,South,-5,True,False,True,True,-6
1,14,4,12,20,26,30,5,6,10,3,17,4,25,7,True,True,True,True,East,West,West,West,0,-1,South,-6,True,False,True,True,-7
1,13,4,12,18,24,28,6,6,10,4,16,4,24,7,True,True,True,True,East,North,West,North,0,-1,South,-7,False,False,True,True,-8
1,12,4,10,18,23,26,6,7,11,4,16,4,24,8,True,True,True,True,North,East,West,West,0,-1,South,-8,True,False,True,True,-9
1,11,4,10,17,23,26,6,6,11,4,17,4,23,8,True,True,True,True,South,East,East,South,0,-1,South,-9,False,False,True,True,-10
1,10,4,8,16,21,25,5,6,11,4,16,4,23,7,True,True,True,True,West,East,West,South,0,-1,South,-10,False,False,True,True,-11
1,9,4,8,16,19,23,5,5,11,3,15,4,23,7,True,True,True,True,South,South,West,North,0,-1,South,-11,False,False,True,True,-12
1,8,4,7,15,19,22,5,5,11,3,16,4,23,8,True,True,True,True,South,South,East,North,0,-1,South,-12,False,False,True,True,-13
1,7,4,6,14,19,24,5,5,11,3,17,4,23,8,True,True,True,True,South,South,East,North,0,-1,South,-13,False,False,True,True,-14
1,6,4,4,12,19,25,4,5,10,3,18,4,23,9,True,True,True,True,West,West,East,North,0,-1,South,-14,True,False,True,True,-15
1,5,4,3,12,19,27,4,5,11,3,18,3,23,9,True,True,True,True,West,East,South,East,0,-1,East,-15,True,False,True,True,-16
2,5,4,3,10,17,27,5,5,10,3,18,4,24,9,True,True,True,True,East,West,North,East,0,-1,East,-16,True,True,True,True,-17
3,5,4,2,9,17,25,5,5,10,3,19,4,25,9,True,True,True,True,East,West,East,South,0,-1,East,-17,True,True,True,True,-18
4,5,4,1,8,17,24,5,5,10,3,20,4,25,8,True,True,True,True,East,West,East,South,0,-1,East,-18,True,True,True,True,181
5,5,4,10000,7,16,24,1,1,10,3,20,6,26,8,False,True,True,True,Stop,South,North,East,0,-1,North,180,False,True,True,True,179
5,6,4,10000,8,16,24,1,1,10,3,20,5,26,8,False,True,True,True,Stop,South,South,East,0,-1,East,179,True,True,True,True,178
6,6,4,10000,6,15,22,1,1,10,4,20,5,27,8,False,True,True,True,Stop,North,South,West,0,-1,East,178,True,True,True,False,177
7,6,4,10000,4,14,20,1,1,9,4,20,5,26,8,False,True,True,True,Stop,West,South,South,0,-1,East,177,True,True,False,False,176
8,6,4,10000,4,13,20,1,1,10,4,20,5,26,7,False,True,True,True,Stop,East,South,East,0,-1,East,176,True,True,True,True,175
9,6,4,10000,4,11,18,1,1,11,4,20,6,27,7,False,True,True,True,Stop,East,North,South,0,-1,South,175,True,True,True,True,174
9,5,4,10000,4,12,20,1,1,11,3,20,6,27,6,False,True,True,True,Stop,South,North,North,0,-1,South,174,True,True,True,True,173
9,4,4,10000,2,12,20,1,1,10,3,19,6,27,7,False,True,True,True,Stop,West,West,West,0,-1,East,173,True,True,True,True,372
10,4,4,10000,10000,11,19,1,1,3,1,19,6,26,7,False,False,True,True,Stop,Stop,West,West,0,-1,East,372,True,True,True,True,371
11,4,4,10000,10000,10,16,1,1,3,1,19,6,26,6,False,False,True,True,Stop,Stop,North,West,0,-1,West,370,False,True,True,True,369
10,4,4,10000,10000,11,17,1,1,3,1,19,6,25,6,False,False,True,True,Stop,Stop,North,West,0,-1,North,369,True,True,True,True,368
10,5,4,10000,10000,9,15,1,1,3,1,19,5,25,6,False,False,True,True,Stop,Stop,South,West,0,-1,North,368,True,True,True,True,367
10,6,4,10000,10000,11,14,1,1,3,1,20,5,24,6,False,False,True,True,Stop,Stop,East,West,0,-1,North,367,True,True,True,True,366
